fL_a,delta_fL,fL_b,v_g,num_samples,seed,Gamma_T_EE_xi0,Gamma_T_full_xi0,Gamma_T_EE_norm_xi0,Gamma_T_EE_piece_over_2EE0,Gamma_T_PE_piece_over_2EE0,Gamma_T_EP_piece_over_2EE0,Gamma_T_PP_piece_over_2EE0,method
500.0,1.3130744594043515e-05,500.0000131307446,1.0,0,20260723,2.0943951023931953,4.188789565315448,0.9999998473375576,0.5,7.599088773175336e-08,7.599088174485201e-08,0.49999999931932715,exact GR tensor xi=0 angular integral
500.0,1.3408757453218545e-05,500.00001340875747,1.0,0,20260723,2.0943951023931953,4.188789565193435,0.9999998473084293,0.5,7.599088773175336e-08,7.599088161809339e-08,0.49999999929019867,exact GR tensor xi=0 angular integral
500.0,1.3692656585583424e-05,500.0000136926566,1.0,0,20260723,2.0943951023931953,4.188789565066201,0.9999998472780545,0.5,7.599088773175336e-08,7.599088148865091e-08,0.4999999992598237,exact GR tensor xi=0 angular integral
500.0,1.3982566619229703e-05,500.0000139825666,1.0,0,20260723,2.0943951023931953,4.188789564933522,0.9999998472463798,0.5,7.599088773175336e-08,7.599088135646781e-08,0.4999999992281489,exact GR tensor xi=0 angular integral
500.0,1.4278614820957762e-05,500.0000142786148,1.0,0,20260723,2.0943951023931953,4.188789564795166,0.9999998472133497,0.5,7.599088773175336e-08,7.599088122148603e-08,0.4999999991951186,exact GR tensor xi=0 angular integral
500.0,1.4580931152145421e-05,500.0000145809312,1.0,0,20260723,2.0943951023931953,4.188789564650889,0.999999847178906,0.5,7.599088773175336e-08,7.59908810836463e-08,0.49999999916067484,exact GR tensor xi=0 angular integral
500.0,1.488964832579916e-05,500.0000148896483,1.0,0,20260723,2.0943951023931953,4.188789564500437,0.9999998471429884,0.5,7.599088773175336e-08,7.599088094288821e-08,0.49999999912475707,exact GR tensor xi=0 angular integral
500.0,1.5204901864813536e-05,500.00001520490184,1.0,0,20260723,2.0943951023931953,4.188789564343548,0.9999998471055337,0.5,7.599088773175336e-08,7.599088079914983e-08,0.49999999908730225,exact GR tensor xi=0 angular integral
500.0,1.552683016146399e-05,500.00001552683017,1.0,0,20260723,2.0943951023931953,4.1887895641799435,0.9999998470664762,0.5,7.599088773175336e-08,7.599088065236814e-08,0.4999999990482446,exact GR tensor xi=0 angular integral
500.0,1.5855574538159232e-05,500.00001585557453,1.0,0,20260723,2.0943951023931953,4.1887895640093395,0.9999998470257474,0.5,7.599088773175336e-08,7.599088050247871e-08,0.49999999900751557,exact GR tensor xi=0 angular integral
500.0,1.6191279309480128e-05,500.0000161912793,1.0,0,20260723,2.0943951023931953,4.188789563831433,0.9999998469832754,0.5,7.599088773175336e-08,7.599088034941569e-08,0.49999999896504355,exact GR tensor xi=0 angular integral
500.0,1.653409184553174e-05,500.00001653409186,1.0,0,20260723,2.0943951023931953,4.188789563645915,0.9999998469389861,0.5,7.599088773175336e-08,7.599088019311194e-08,0.49999999892075403,exact GR tensor xi=0 angular integral
500.0,1.688416263663707e-05,500.0000168841626,1.0,0,20260723,2.0943951023931953,4.188789563452457,0.9999998468928014,0.5,7.599088773175336e-08,7.599088003349881e-08,0.4999999988745692,exact GR tensor xi=0 angular integral
500.0,1.72416453594003e-05,500.00001724164537,1.0,0,20260723,2.0943951023931953,4.18878956325072,0.9999998468446403,0.5,7.599088773175336e-08,7.599087987050626e-08,0.49999999882640794,exact GR tensor xi=0 angular integral
500.0,1.760669694416901e-05,500.00001760669693,1.0,0,20260723,2.0943951023931953,4.18878956304035,0.9999998467944182,0.5,7.599088773175336e-08,7.599087970406275e-08,0.49999999877618573,exact GR tensor xi=0 angular integral
500.0,1.7979477643924387e-05,500.00001797947766,1.0,0,20260723,2.0943951023931953,4.188789562820978,0.999999846742047,0.5,7.599088773175336e-08,7.599087953409514e-08,0.4999999987238143,exact GR tensor xi=0 angular integral
500.0,1.8360151104630375e-05,500.0000183601511,1.0,0,20260723,2.0943951023931953,4.188789562592218,0.9999998466874346,0.5,7.599088773175336e-08,7.599087936052889e-08,0.4999999986692017,exact GR tensor xi=0 angular integral
500.0,1.8748884437072113e-05,500.00001874888443,1.0,0,20260723,2.0943951023931953,4.188789562353669,0.9999998466304851,0.5,7.599088773175336e-08,7.599087918328776e-08,0.49999999861225203,exact GR tensor xi=0 angular integral
500.0,1.9145848290215416e-05,500.0000191458483,1.0,0,20260723,2.0943951023931953,4.188789562104911,0.9999998465710985,0.5,7.599088773175336e-08,7.599087900229398e-08,0.49999999855286525,exact GR tensor xi=0 angular integral
500.0,1.9551216926119638e-05,500.00001955121695,1.0,0,20260723,2.0943951023931953,4.188789561845508,0.9999998465091706,0.5,7.599088773175336e-08,7.599087881746807e-08,0.4999999984909372,exact GR tensor xi=0 angular integral
500.0,1.996516829643625e-05,500.0000199651683,1.0,0,20260723,2.0943951023931953,4.188789561575003,0.9999998464445925,0.5,7.599088773175336e-08,7.599087862872895e-08,0.4999999984263589,exact GR tensor xi=0 angular integral
500.0,2.0387884120527508e-05,500.00002038788415,1.0,0,20260723,2.0943951023931953,4.188789561292924,0.9999998463772509,0.5,7.599088773175336e-08,7.599087843599363e-08,0.4999999983590171,exact GR tensor xi=0 angular integral
500.0,2.0819549965238875e-05,500.00002081954995,1.0,0,20260723,2.0943951023931953,4.188789560998773,0.9999998463070275,0.5,7.599088773175336e-08,7.599087823917768e-08,0.49999999828879355,exact GR tensor xi=0 angular integral
500.0,2.126035532636048e-05,500.0000212603553,1.0,0,20260723,2.0943951023931953,4.188789560692034,0.9999998462337991,0.5,7.599088773175336e-08,7.599087803819456e-08,0.49999999821556484,exact GR tensor xi=0 angular integral
